title,total_price,listed_price,is_sponsored,is_couponed,buy_box_availability,reputation,demand
sony ubp-x700m hdr 4k uhd network blu-ray disc player with hdmi cable,0.25615037593984963,0.04715304304955509,0,no,1,0.4385518751797892,low
"logitech signature k650 comfort full-size wireless keyboard with wrist rest, ble bluetooth or logi bolt usb receiver, deep-cushioned keys, numpad, compatible with most os/pc/window/mac - graphite",0.06762907268170426,0.01229934333072,0,no,0,0.4259091990845625,low
"fujifilm 2 pack instax square instant color film, twin pack - 20 exposures (40 total), white frame",0.05136842105263158,0.009293084306846004,0,no,1,0.47543149410175867,low
"polk audio signa s2 sound bar & wireless subwoofer – exclusive voiceadjust technology, ultra-slim design, works with 4k & hd tvs, hdmi & optical, bluetooth, wireless streaming",0.19700250626566418,0.036217822185895046,0,no,1,0.43925028044228437,low
asurion 2 year electronics protection plan ($80 - $89.99),0.06762907268170426,0.01229934333072,0,no,0,0.42578211916168845,low
"canon genuine 137 black toner cartridge compatible with lbp151dw, mf210 series, mf220 series, mf230 series, mf240 series, d570",0.08672681704260651,0.017496353381856056,0,no,1,0.45154690924298485,low
hp active rechargeable tilt pen mpp 2,0.07368421052631578,0.013418813398796383,0,no,1,0.40033618415960315,low
"duracell coppertop 9v battery, 4 count (pack of 1), long-lasting all-purpose alkaline 9v batteries for household and office devices",0.012952380952380951,0.0025391953530871612,0,no,1,0.4982862405946416,middle
google pixelbook go - lightweight chromebook laptop - up to 12 hours battery life[1] - touch screen- just black,0.3316491228070175,0.11962204911211567,0,no,1,0.4134282610729935,low
"lisen for magsafe car mount charger, 15w fast charging magnetic wireless car charger [mini & metal], 2025 ultra magnetic car phone holder dashboard car accessories for 17 iphone 16e pro max 15 14 13",0.02756892230576441,0.006746475244698735,0,no,1,0.425886671280053,middle
"arlo pro 5s spotlight security camera 2k hdr | outdoor | wireless | dual-band wi-fi connects to strongest network |12x zoom, 2-way audio, siren, color night vision,live stream(white, 4 cameras)",0.2611528822055138,0.07328636748643755,0,no,1,0.36330002587809335,low
apple airpods (3rd generation) (renewed),0.07670175438596491,0.016015464997099386,0,no,0,0.42884070185086137,low
"pny nvidia geforce rtx™ 5080 16gb overclocked triple fan graphics card (dlss 4, pcie® 5.0, hdmi®/dp 2.1, 2.9-slot)",0.06762907268170426,0.01229934333072,0,no,0,0.41258664540195955,low
"brother ds-640 compact mobile document scanner, (model: ds640) 1.5""x2""x11.9""",0.11779448621553884,0.02435403426245642,0,no,1,0.41607961037295643,low
"lisen for ipad stand holder adjustable tablet stand for desk, 2025 for ipad accessories rotating display stand pc office accessories for desk women kindle table mount/ps/switch iphone 12.9""-4.7""",0.012531328320802004,0.0034103061676499097,0,no,1,0.4394599189923255,middle
"ugreen cat 8 ethernet cable 6ft, high speed braided 40gbps 2000mhz network cord cat8 rj45 shielded indoor heavy duty lan cables compatible for gaming pc ps5 xbox modem router 6ft",0.004511278195488722,0.0010008507231146475,0,no,1,0.47085781547302036,middle
"turtle beach stealth 600 wireless multiplatform amplified gaming headset for ps5, ps4, pc, & mobile – bluetooth, 80-hr battery, noise-cancelling flip-to-mute mic, 50mm speakers – black",0.09675187969924812,0.0176835495356238,0,no,0,0.42564521942659234,low
"røde wireless micro - compact wireless microphone, two mics with charge case for smartphone content creation - usb-c, black",0.13070676691729324,0.023961107682270673,0,no,1,0.4501877317042457,low
"victrola the quincy 6-in-1 bluetooth record player & multimedia center with built-in speakers – 3-speed turntable, cd & cassette player, am/fm radio, wireless music streaming (mahogony)",0.12481203007518797,0.02287129245043472,0,no,1,0.43973607232927103,low
"acer 21.5 inch full hd (1920 x 1080) ips ultra-thin zero frame computer monitor (hdmi & vga port), sb220q bi",0.10492230576441103,0.019194092756620908,0,no,1,0.4745229592986112,low
"fujifilm instax mini instant rainbow film, 10 sheets, 3 value set",0.03605012531328321,0.006461047445884559,0,no,1,0.47749596521244875,low
"canon pg-260 xl genuine black ink cartridge, compatible with ts5320/6420/6420a,tr7020/7020a",0.033583959899749376,0.006005104338687885,0,no,1,0.4644784033447436,middle
"klipsch r-100sw 10"" subwoofer, incredibly deep bass and an all-digital amplifier,14 5"" x 12 5"" x 16 4""",0.06762907268170426,0.01229934333072,0,no,0,0.4642704543800406,low
google indoor nest security cam 1080p (wired) - 2nd generation - snow,0.06762907268170426,0.01229934333072,0,no,0,0.4279811794634224,low
corsair vengeance ddr5 ram 64gb (2x32gb) 5200mhz cl40-40-40-77 1.25v intel xmp desktop computer memory - black (cmk64gx5m2b5200c40),0.14285714285714288,0.028246231519013384,0,<10$,1,0.46440735411513673,low
"epson 542 ecotank ink ultra-high capacity bottle color combo pack (t542520-s) works with ecotank pro et-5150, et-5170, et-5180, et-5800, et-5850, et-5880, et-16600, et-16650",0.08166416040100251,0.014894141501757975,0,no,1,0.4753494697879036,low
"fellowes thermal laminating sheets, 3mil letter size pouches, 9 x 11.5, 200 pack, clear (5743401)",0.017543859649122806,0.0030396207146444845,0,no,1,0.470764238438904,middle
"lenovo ideapad 1 student laptop, intel dual core processor, 20gb ram, 1tb ssd + 128gb emmc, 15.6"" fhd display, 1 year office 365, windows 11 home, wi-fi 6, webcam, bluetooth, sd card reader, grey",0.40752882205513785,0.07513979475146468,0,no,1,0.3882763428015577,low
"startech.com 2.5gbe usb-c to ethernet adapter, 100w pd pass-through, nbase-t nic, usb 3.0 type-c 2.5g multi speed network",0.03458646616541353,0.007302503424206872,1,no,1,0.4000023105440523,low
asurion 3 year office equipment protection plan ($100 - $124.99),0.06762907268170426,0.01229934333072,0,no,0,0.42588147255593545,low
razer blackshark v2 pro wireless gaming headset 2023 edition: detachable mic - pro-tuned fps profiles - 50mm drivers - noise-isolating earcups w/ultra-soft memory foam - 70 hr battery life - black,0.17092731829573937,0.03640131148513274,0,no,1,0.3817560308087944,low
"sonos ace | noise cancelling wireless over-ear headphones with bluetooth, 30-hour battery life, spatial audio, dolby atmos, dynamic head tracking - black",0.06762907268170426,0.01229934333072,0,no,0,0.40045922063038575,low
"retevis rt22 walkie talkies rechargeable,long range two way radio,2 way radio for adults, handsfree vox mini, for business office school church restaurant retail(black,10 pack)",0.11779448621553884,0.02713417515999711,0,no,1,0.45061171653783455,low
kicker 46kisloc2 k-series stereo line-output converter w/remote turn-on output,0.014937343358395989,0.00489304797967161,0,no,1,0.44060075011812655,middle
"lasko weather-shield performance box fan, 3 speeds, innovative wind ring system for up to 30% more air, carry handle for bedroom, office, home, 20 inch, white, 3720",0.039598997493734335,0.008347836401682171,0,no,1,0.4018744288623921,low
lenovo thinkpad universal usb-c dock-40ay0090,0.1348370927318296,0.026188927254833273,0,no,1,0.4003038365428716,low
2-pack lr44 alkaline button coin cell battery,0.002867167919799498,0.000326203198644774,0,no,1,0.4710542117174621,middle
simplisafe entry sensor - window and door protection - compatible with gen 3 home security system,0.012531328320802004,0.0021129070821309225,0,no,1,0.46492318307480274,middle
"energizer 2025 batteries (1 pack), 3v lithium coin batteries",0.06762907268170426,0.01229934333072,0,no,0,0.46487523928571844,middle
"astrobrights color cardstock, 65 lb cover weight, 8.5 x 11, eclipse black, 100/pack",0.010977443609022555,0.0018256258560517182,0,no,1,0.47841729465328553,middle
"hp original 65 tri-color / 65xl black ink cartridges (2-pk) | works amp 100 series deskjet 2600, 3700 series envy 5000 series | eligible for instant ink | 6zd95an",0.06058145363408521,0.010996383963405933,0,no,1,0.4631099836297954,low
"ugreen usb c to ethernet adapter 2.5g, ethernet adapter for laptop, aluminum, type c (thunderbolt 4/3 compatible) to rj45 network internet, compatible for nas, macbook air/pro, xps, iphone 15 pro/max",0.023558897243107765,0.00489304797967161,1,no,0,0.4510842227965207,low
"startech.com 2.5gbe usb-c to ethernet adapter, nbase-t nic, usb 3.0 type-c 2.5/1g multi speed network, thunderbolt compatible",0.02756892230576441,0.006005104338687885,1,no,1,0.45097562722606477,low
owc atlas fxr thunderbolt (usb-c) + usb 3.2 (10gb/s) cfexpress card reader,0.07769423558897243,0.014160184304807234,1,no,1,0.46250750926816986,low
"logitech mx master 3s for mac - wireless bluetooth mouse with ultra-fast scrolling, ergo, 8k dpi, quiet clicks, track on glass, customization, usb-c, apple, ipad - pale grey",0.06762907268170426,0.01229934333072,0,no,0,0.4411604794147854,low
"amazon basics usb-a to lightning charger cable, nylon braided cord, mfi certified charger for apple iphone 14 13 12 11 x xs pro, pro max, plus, ipad, 6 foot, dark gray",0.009523809523809525,0.0018348929923768537,0,no,1,0.49334580642030873,middle
"epson 302 claria premium ink high capacity black & standard color cartridge combo pack (t302xl-bcs) works with expression premium xp-6000, xp-6100",0.0857142857142857,0.015642926116828933,0,no,1,0.4514903009137046,low
"hp 255 g10 15.6"" fhd business laptop, amd ryzen 7 7730u, 32gb ram, 1tb pcie ssd, numeric keypad, webcam, wi-fi 6, hdmi, windows 11 pro, black",0.5748972431077695,0.10608276294109253,0,no,1,0.3876796448000628,low
asurion 2 year furniture protection plan ($50 - $59.99),0.06762907268170426,0.01229934333072,0,no,0,0.38753350288875765,low
"epson 212 claria ink standard capacity color combo pack (t212520-s) works with workforce wf-2830, wf-2850, expression xp-4100, xp-4105",0.020551378446115286,0.0035956488941526225,0,no,1,0.4563349341552708,middle
"schlage be365 v cam 716 camelot keypad deadbolt, electronic keyless entry lock, aged bronze",0.0997593984962406,0.02342732062994286,0,no,1,0.41500520738865776,low
"epson ecotank et-3850 wireless color all-in-one cartridge-free supertank printer with scanner, copier, adf and ethernet – white (renewed)",0.19699248120300755,0.07346985678567525,0,no,0,0.40062962325423956,low
"epson workforce es-500w ii wireless color duplex desktop document scanner for pc and mac, with auto document feeder (adf) and scan from smartphone or tablet",0.3483709273182957,0.0771767113157295,0,no,1,0.43821106993208153,low
asurion 2 year portable electronic accident protection plan ($40 - $49.99),0.06762907268170426,0.01229934333072,0,no,0,0.4324168464077394,low
dymo label printer | label writer 450 twin turbo direct thermal printer fast printing great for labeling filing shipping mailing barcodes and more home & office organization,0.25715288220551374,0.0473383857760578,0,no,1,0.37603627900743647,low
"hp 936e black evomore ink cartridge printers | works with printer series: officejet 9120, pro 9100, pro wide format 9700 | carbon neutral | 4s6v6ln",0.0857142857142857,0.015642926116828933,0,no,1,0.4500698939575807,low
"logitech g203 wired gaming mouse, 8,000 dpi, rainbow optical effect lightsync rgb, 6 programmable buttons, on-board memory, screen mapping, pc/mac computer and laptop compatible - black",0.02206516290726817,0.005819761612185173,0,no,1,0.4605476335985452,middle
otterbox defender series series screenless edition case for iphone 13 (only) - black,0.027528822055137844,0.006095922274674213,0,no,1,0.4681175102270456,middle
"eaton chspt2ultra ultimate surge protection 3rd edition, 2.38"" length, 5.25"" width 7.5"" height",0.19083709273182958,0.03507796441790337,0,no,1,0.47658907667193856,low
"canon cl-241 xl genuine color ink cartridge, compatible with mg2120/3120/4120, mx512/432/472/372/392/522/532/452, mg2220/3220/4220/3520/3620, ts5120",0.036591478696741855,0.0065611325181960225,0,no,1,0.46698707654947974,low
"amazon basics mesh mid-back adjustable-height 360-degree swivel office desk chair with armrests, lumbar support and easy to assemble, black",0.0837593984962406,0.015281507800148645,0,no,1,0.4221239936136562,low
nintendo switch™ with neon blue and neon red joy‑con™ (renewed),0.22972431077694236,0.054524123282567956,0,no,0,0.4003581343280996,low
"acer chromebook plus 514 laptop with google ai – 14"" full hd 1920 x 1080 ips touch display | intel core i3-n305 | 8gb lpddr5 | 128gb ssd | wi-fi 6e | fhd camera | chrome os | cb514-4ht-375z",0.38346867167919796,0.07069156931539958,0,no,1,0.4128026812708454,low
asurion 2 year laptop protection plan ($700 - $799.99),0.06762907268170426,0.01229934333072,0,no,0,0.41285640142006036,low
"skullcandy rail anc wireless earbuds, bluetooth headphones, active noise cancelling, up to 38 hours battery, microphone for iphone android, customizable via skull-iq app - true black",0.0456140350877193,0.017867038834861484,0,no,1,0.38885571172266076,low
"belkin usb c to usb a cable, 3.3ft, 15w - type c charger, iphone charger cord, braided, flexible for iphone 16 & 15, galaxy s25, pixel 9, ipad pro, airpods pro, switch 2 & more, carplay - black",0.008521303258145364,0.0021129070821309225,0,no,1,0.46554356415283327,middle
"dell desktop computer windows 11 pro optiplex 7040 i7 refurbished small form factor pc, i7-6700 3.40ghz,32gb ram ddr4 new 1tb m.2 nvme ssd,ax210 built-in wifi 6e, hdmi 3 monitor support (renewed)",0.28721804511278193,0.06380608702582381,0,no,0,0.3750415897929406,low
"brother professional laser printer all-in-one with scanner and copier, high-speed 50 ppm monochrome printing, wireless network ready, dual-band wifi, auto 2-sided print (mfc-l5915dw)",0.5789473684210527,0.10683154755616349,0,no,1,0.38752888180065315,low
asurion 2 year furniture protection plan ($80 - $89.99),0.06762907268170426,0.01229934333072,0,no,0,0.3875317699807185,low
"canon megatank gx2020 all-in-one wireless supertank [megatank] printer | print, copy and scan| mobile printing |2.7"" lcd color touchscreen | auto document feeder and auto duplex printing",0.31434586466165415,0.07550862677720507,0,no,1,0.3761772221946241,low
melissa & doug primary lacing beads - educational toy with 8 wooden beads and 2 laces,0.009022556390977442,0.0019275643556282101,0,no,1,0.4866746014600328,middle
"samsung 27-inch s39c series fhd curved gaming monitor, 75hz, amd freesync, game mode, advanced eye comfort, frameless display, built in speakers, slim metal stand, ls27c392eanxgo, black",0.14786967418546368,0.04196159328021411,0,no,1,0.4264440900326596,low
"epson ecotank photo et-8500 wireless color all-in-one supertank printer with scanner, copier, ethernet and 4.3-inch color touchscreen, white, large",0.06762907268170426,0.01229934333072,0,no,1,0.38809785327352103,low
"esr for ipad air 11 inch case m3/m2 (2025/2024), ipad air 5th/4th gen case (2022/2020) 10.9 inch, removable magnetic cover, adjustable portrait/landscape stand, 9 standing angles, black",0.036591478696741855,0.00785853160371501,0,no,1,0.4636021295129258,low
"kodak dock era plus 4pass instant photo printer, 4x6 inches, 90 sheets bundle",0.06762907268170426,0.01229934333072,0,no,0,0.3757636348092704,low
sandisk sdsqxcd-128g-gn6ma extreme pro microsdxc 128gb+sd flsh adapter 200mb/s 90mb/s a2 c10 v30 u,0.017002506265664158,0.00293953564233302,0,no,1,0.4840688854051019,middle
"baseus usb c to usb c cable, 100w retractable usb c 5a fast charging cable, 4-stage length preset usb type c charger cord for iphone 16 15 pro plus pro max, macbook, ipad, samsung s24/s23+ (3.3ft)",0.007488721804511278,0.0017422216291254973,0,no,1,0.413115759989926,middle
"purell advanced hand sanitizer refreshing gel, clean scent, 2-liter pump bottle (pack of 1). 9625-04",0.06762907268170426,0.01229934333072,0,no,0,0.46603859821602894,low
"avery matte white round labels, sure feed technology, permanent adhesive, 1-1/2"", 400 labels (8293)",0.012340852130325815,0.0034788829764559135,0,no,1,0.4778177084717253,middle
asurion 2 year ride-on protection plan ($250 - $299.99),0.06762907268170426,0.01229934333072,0,no,0,0.3876784895280367,low
"esr for magsafe charger stand, 3 in 1 charging station with cryoboost, phone-cooling wireless charging station, qi2 certified 15w magsafe stand, for iphone16/15/14/13/12, airpods, apple watch, black",0.06766917293233082,0.012306757039780108,1,no,1,0.42519004224829804,low
"msi b550m pro-vdh wifi proseries motherboard (amd ryzen 5000, am4, ddr4, pcie 4.0, sata 6gb/s, m.2, usb 3.2 gen 1, wi-fi, bluetooth, d-sub/hdmi/dp, micro-atx)",0.10600501253132832,0.024539376988959135,0,no,1,0.4272660660792494,low
insta360 114cm invisible selfie stick for x5 / x4 / x3,0.019548872180451125,0.003966334347158047,0,no,1,0.4519090870231759,middle
"canon pixma g620 wireless megatank photo all-in-one printer [print, copy, scan], black,works with alexa",0.26717794486215535,0.06550011954605861,0,no,1,0.37554990948443673,low
"garmin forerunner® 255, gps running smartwatch, advanced insights, long-lasting battery, slate gray",0.32732832080200497,0.06420272046053961,0,no,1,0.4628818174046352,low
"apple magic keyboard: keyboard and case for ipad air 13-inch (m2 and m3), us english — white",0.06762907268170426,0.01229934333072,0,no,0,0.4000323476167316,low
"logitech g413 se full-size mechanical gaming keyboard - backlit keyboard with tactile mechanical switches, anti-ghosting, compatible with windows, macos - black aluminum",0.06762907268170426,0.01229934333072,0,no,0,0.45121476853547315,low
"scotch matte thermal laminating pouches, ultra clear with matte finish, letter size 8.9 in x 11.4 in, 50-pack",0.017894736842105262,0.0031044906689204343,0,no,1,0.4627327873132647,middle
"hp 15.6 inch laptop, hd touchscreen display, amd ryzen 5 7520u, 8 gb ram, 512 gb ssd, amd radeon graphics, windows 11 home, natural silver, 15-fc0499nr",0.06762907268170426,0.01229934333072,0,no,0,0.4500259936205878,low
"simple houseware desk dual monitor stand riser with drawer, rustic brown",0.03757393483709273,0.00674276839016868,0,no,1,0.4518478576057911,low
ainope car phone holders for your car [ultra convenient] air vent phone mount [upgrade clamp] cell phone holder car interior accessories women for iphone 16 pro max 15 samsung s25 honda toyota mazda,0.015538847117794484,0.0026689352616390597,0,no,1,0.43063719317419075,middle
"dell pro thunderbolt 4 smart dock sd25tb4 – usb-c station 130w, 4 displays 4k, 2x dp 1.4, hdmi 2.1, 2x thunderbolt 4, 2.5gbe, wi-fi, sustainable design",0.24612531328320802,0.05455748497333845,0,no,1,0.5000017329080392,low
"sanus tilting tv wall mount for large tvs up to 90” - premium tilt mount w/universal fit - smooth 5.7"" extension allows for cable management - includes hardware & drill template for easy install",0.10776942355889724,0.019720466099888607,0,no,1,0.4770442538502328,low
"esr qi2 3 in 1 charging station for apple, [certified] apple watch charger & qi2 15w magsafe charger stand for iphone, travel charger for multiple devices, iphone 16/15/14/13, watch & airpods, black",0.047619047619047616,0.010453329774752985,1,no,1,0.43823186482855186,low
"jabra speak2 75 (2025 edition) wireless bluetooth speakerphone - 4 noise-cancelling mics, 65mm speakers - new linking feature - usb-a dongle - certified for zoom and google meet - dark grey",0.3503859649122807,0.06457525934081007,1,no,1,0.4125173290803919,low
"mighty max battery ml18-12 - 12 volt 18 ah, nut and bolt (nb) terminal, rechargeable sla agm battery",0.06762907268170426,0.01229934333072,0,no,0,0.4543576860825534,low
"garmin approach s12, easy-to-use gps golf watch, 42k+ preloaded courses, black, 010-02472-00",0.19700250626566418,0.036217822185895046,0,no,1,0.43909138721599084,low
steelseries qck gaming mouse pad - xxl cloth - peak tracking and stability - esports mousepad - never-slip - full desk coverage,0.017543859649122806,0.00489304797967161,0,no,1,0.5209111312770262,low
"asus rog crosshair x870e hero amd x870e am5 atx motherboard, advanced ai pc ready, 18+2+2 power stages, ddr5, pcie® 5.0, 5x m.2, wi-fi 7, usb4®, ai overclocking, core flex, pcie slot q-release slim",0.06762907268170426,0.01229934333072,0,no,0,0.3502518493016958,low
seagate skyhawk 4tb video internal hard drive hdd – 3.5 inch sata 6gb/s 64mb cache for dvr nvr security camera system with drive health management and in-house rescue services (st4000vxz16/016),0.09774436090225563,0.017867038834861484,0,no,1,0.4382220450163298,low
"elgato chat link pro - audio adapter, for ps5, ps4, nintendo switch, capture voice chat, gameplay sound, extra long cable, black",0.017543859649122806,0.0030396207146444845,0,no,1,0.4392970256366415,middle
"hyperx cloudx, official xbox licensed gaming headset, compatible with xbox one and series x|s, memory foam ear cushions, detachable noise-cancelling mic, in-line audio controls,black/ silver",0.06762907268170426,0.01229934333072,0,no,0,0.44128755933765945,low
"tp-link deco wifi 6 mesh system(deco x20) - covers up to 5800 sq.ft, replaces wireless routers and extenders(3-pack, 6 ethernet ports in total, supports wired ethernet backhaul)",0.15789473684210528,0.028987602425024236,0,no,1,0.4462402105136686,low
"m-audio sp-2 - universal sustain pedal with piano style action for midi keyboards, digital pianos & more",0.02256641604010025,0.003968187774423075,0,no,1,0.4793455990489801,middle
"gigabyte aorus geforce rtx 5090 master ice 32g graphics card, windforce cooling system, 32gb 512-bit gddr7, gv-n5090aorusm ice-32gd video card",0.06762907268170426,0.01229934333072,0,no,0,0.40013227864699163,low
"avery printable business cards with sure feed technology, 2"" x 3.5"", white, 100 blank business cards, inkjet printer paper (28371)",0.0028972431077694235,0.0008877916599479929,0,no,1,0.46737986903836315,middle
"esr for magsafe sticker, magsafe ring magnet, 2 pack magnetic metal ring for phone case, universal wireless charger conversion kit for iphone 16/16e/15/14/13/12/11, galaxy s24/s23/s22 and more, black",0.006516290726817042,0.0010008507231146475,0,no,1,0.41872576094880176,middle
"canon imageclass mf751cdw - wireless duplex color laser printer, multifunction with copier, scanner, automatic document feeder, mobile ready, 3 year limited warranty, 35 ppm, white",0.06762907268170426,0.01229934333072,0,no,0,0.4126207259267303,low
"kipling women's seoul 15"" laptop backpack, durable, roomy with padded shoulder straps, built-in protective sleeve",0.05965914786967418,0.021390404065678048,0,no,1,0.4643137770810204,low
"bagsmart electronics travel organizer case, tech accessories cord storage bag for phone, power bank, sd card, cables, black",0.011528822055137843,0.0019275643556282101,0,no,1,0.4544420209404607,middle
"brother mfc-j1205w inkvestment -tank wireless multi-function color inkjet printer with up to 1-year in box, works with alexa",0.12781954887218047,0.02713417515999711,0,no,1,0.37634069318632113,low
verbatim ultra hd 4k cd dvd blu-ray writer usb 3.2 gen 1 usb-c connectivity slim brushed metal enclosure compatible with mac and pc with free 25gb verbatim blu-ray disc,0.12781954887218047,0.02342732062994286,0,no,1,0.39098718861086623,low
"ugreen mac mini m4 dock & stand with nvme ssd enclosure, 3 usb a 10gbps, usb c data port, sd card reader for mac mini m4/ m4 pro",0.06265664160401002,0.016013611569834357,0,no,1,0.4252154582328728,low
"bagsmart 15.6 inch laptop case sleeve compatible with macbook pro 16 inch,15.6 inch hp,dell,acer aspire,asus notebook, lightweight laptop bag for women with shoulder strap,pocket,handle, pink",0.019548872180451125,0.003966334347158047,0,no,1,0.4526582809321196,middle
e-z ink compatible ink cartridges replacement for canon 250 251 xl pgi-250xl cli-251xl to use with pixma mx922 mx920 ix6820 mg5520 mg7520 ip8720 mg6620 mg6320 mg7120 (15 pack),0.017533834586466165,0.004318485527513201,0,no,1,0.4626074836211308,middle
"popsockets phone grip with expanding kickstand, adhesive grip - neon pink",0.005022556390977443,0.00118619344961736,0,no,1,0.4394535649961818,middle
asurion 4 year office equipment protection plan ($125 - $149.99),0.06762907268170426,0.01229934333072,0,no,0,0.4549081732030032,low
"canon cl-276 genuine color ink cartridge, compatible with ts3520/3522, tr4720/4722, ts3720/3722",0.018556390977443608,0.0037809916206553345,0,no,1,0.464138175733049,middle
sonos sub 4 - wireless subwoofer - black,0.06762907268170426,0.01229934333072,0,no,0,0.4626380550071223,low
"westinghouse 24-inch smart tv, hd xumo tv with voice remote, flat screen led television w/apple homekit, wi-fi & mobile connectivity",0.10576441102756891,0.02342732062994286,1,no,1,0.40007971376980284,low
"mounting dream tv wall mount for 32-65 inch television,mount with swivel and tilt, full motion bracket with articulating dual arms, fits 16inch studs, max vesa 400x400 mm, 99lbs, md2380",0.03757393483709273,0.008414559783223148,1,no,1,0.5004783692642187,middle
"samsung bar plus 3.1 usb flash drive, 128gb, 400mb/s, rugged metal casing, storage expansion for photos, videos, music, files, muf-128be3/am, champagne silver",0.012531328320802004,0.0030396207146444845,0,no,1,0.49055866933457487,middle
corsair 3500x argb mid-tower atx pc case – panoramic tempered glass – reverse connection motherboard compatible – 3x corsair rs120 argb fans included – white,0.10275689223057644,0.021573893364915733,0,no,1,0.45097851540613004,low
"lenovo gen 12 thinkpad x1 carbon laptop with intel ultra 7 155u processor, 14"" wuxga 100% srgb non-touch display, 32gb 6400mhz ram, 512gb gen4 performance ssd, fhd+ ir+ rgb camera, and windows 11 pro",0.06762907268170426,0.01229934333072,0,no,0,0.46250808690418294,low
"acer usb c to displayport cable 6.6 ft (4k@60hz 2k@165hz), type-c to displayport cord (sturdy aluminum, plug & play) thunderbolt 3/4/5 compatible with macbook pro/air, iphone 16 pro/max, xps, surface",0.010526315789473686,0.0024835925351363473,0,no,0,0.4502004396965331,middle
"asus prime radeon™ rx 9070 xt oc edition graphics card (pcie 5.0, hdmi/dp 2.1, 2.5-slot design, axial-tech fans, dual ball fan bearings, dual bios, gpu guard)",0.06762907268170426,0.01229934333072,0,no,0,0.45009473230614244,low
"ubeesize phone tripod, portable and flexible tripods with wireless remote and clip, cell phone tripode stand for video recording",0.011448621553884712,0.002298249808633635,0,no,1,0.46302053669317245,middle
"apc ups battery backup and surge protector, 850va backup battery power supply, be850g2 back-ups with (2) usb charger ports",0.06762907268170426,0.01229934333072,0,no,0,0.4397400724586615,low
"benq gw2490 24"" computer monitor 100hz fhd 1920x1080p ips eye-care tech vesa mount thin bezel low blue light adaptive brightness wall mount built-in speakers displayport hdmi port2",0.06762907268170426,0.01229934333072,0,no,0,0.46143372724258513,low
"jansport right pack backpack - durable daypack with padded 15"" laptop sleeve, spacious main compartment & integrated water bottle pocket - russet red",0.06762907268170426,0.01229934333072,0,no,0,0.46591902756132475,low
apple usb-c to lightning adapter,0.06762907268170426,0.01229934333072,0,no,0,0.42584103803502094,middle
asurion 2 year electronics protection plan ($200 - $249.99),0.06762907268170426,0.01229934333072,0,no,0,0.4128968359409748,low
"skullcandy riff on-ear wired headphones, convenient for travel with 3.5mm plug, built-in microphone, foldable lightweight comfortable design, durable headband - black",0.015538847117794484,0.00489304797967161,0,no,1,0.4308035090232522,middle
"ion block rocker - portable bluetooth outdoor party speaker with karaoke microphone, battery, 4 speakers, radio, usb port, app, water-resistant, 120w",0.06762907268170426,0.01229934333072,0,no,0,0.43811518235391295,low
"apple magic keyboard: ipad keyboard case for ipad pro 11-inch (1st, 2nd, 3rd, 4th gen) and ipad air (4th, 5th gen, and m2), great typing experience, built-in trackpad, us english - black (renewed)",0.06762907268170426,0.01229934333072,0,no,0,0.45098833521835213,low
"mosiso compatible with macbook air 13 inch case 2025 2024 2023 2022 m4 a3240 m3 a3113 m2 a2681, plastic hard shell&keyboard cover&screen film&type c for macbook air 13.6 inch case, emerald green",0.06762907268170426,0.01229934333072,0,no,0,0.4171418830009808,middle
"netgear 5-port gigabit ethernet unmanaged switch (gs105na) - desktop or wall mount, and limited lifetime protection",0.06762907268170426,0.01229934333072,0,no,0,0.4705424262098875,low
"brother mfc-j5855dw inkvestment tank color inkjet all-in-one printer with up to 1 year of ink in-box1 and to 11” x 17” printing capabilities, white",0.3283208020050125,0.06049586593048536,0,no,1,0.3878812397686221,low
"lisen gooseneck phone holder for bed desk [3rd upgrade] cell phone stand for desk,recording for iphone mount iphone holder for filming camera laying down,bed accessories flexible arm clamp clip stand",0.019548872180451125,0.004151677073660759,0,no,1,0.42591439780868007,middle
"tp-link deco be23 dual-band be3600 wifi 7 mesh wi-fi system | 4-stream 3.6 gbps, 160 mhz | covers up to 6,500 sq.ft | 2× 2.5g ports wired backhaul | vpn,mlo,ai-roaming, homeshield, 3-pack",0.2481203007518797,0.04566844781026836,0,no,1,0.4413054660540644,low
lenovo thinkpad usb-c dock gen 2 (40as0090),0.11779448621553884,0.02491006244196456,0,no,1,0.3502737994701922,low
"acer 5 in 1 usb c hub with 4k hdmi, 100w power delivery, 3 usb a data ports, usb c to hdmi multiport adapter for laptop, pc, tablet, macbook air, ipad air, imac, iphone 15/16 pro/pro max",0.011528822055137843,0.002298249808633635,0,no,0,0.4507567031771136,middle
asurion 3 year kitchen protection plan ($60 - $69.99),0.06762907268170426,0.01229934333072,0,no,0,0.426049564635737,low
"asus rt-be92u be9700 tri-band wifi 7 router, supports new 320mhz bandwidth & 4096-qam, mlo, ai wan detection, aimesh support, subscription-free network security & comprehensive vpn features",0.2180451127819549,0.04566844781026836,0,no,1,0.4058121735634481,low
"samsung 27"" s3 (s32gf) fhd high resolution 120hz monitor with ips panel, flicker free, eye saver mode, ls27f320ganxza, 2025",0.13784461152882208,0.028987602425024236,0,no,1,0.4500213725324833,low
"apple iphone 16 pro, us version, 256gb, black titanium - unlocked (renewed premium)",0.06762907268170426,0.01229934333072,0,no,0,0.4251074402984299,low
